place_id,name,address,city,province,postal_code,phone,website,category,capacity_min,capacity_max,coordinator_name,coordinator_email,coordinator_phone,venue_type,catering,accommodations,indoor_outdoor,rating,review_count,google_closed,has_weddings_page,weddings_page_url,has_packages,packages,has_pricing,has_testimonials,booking_platform,instagram_handle,wedding_readiness_score,score_reasoning,description,source,scraped_at,enriched_at
ChIJ0cdv11NeKk0RnWua30gH544,Windermere House,"2508 Windermere Rd, Windermere, ON P0B 1M0, Canada",Windermere,ON,P0B 1M0,(705) 769-3611,http://www.windermerehouse.com/,Wedding Venue,,,,,,resort,unknown,yes,both,4.4,869,no,yes,https://windermerehouse.com/weddings/,unknown,,no,no,,,92,"Premier lakefront resort with dedicated weddings page, SEO-optimized for wedding searches, offering indoor and outdoor lakefront event spaces in Muskoka.",Windermere House is a Lake Rosseau resort offering exquisite indoor and outdoor lakefront wedding venues in Muskoka's stunning natural setting.,google_places,2026-05-17T23:43:36.004525+00:00,2026-05-18T02:29:44.542924+00:00
ChIJx8B7t_I71YkRQk2wdLqlCYE,Wooden Sticks Golf Club,"40 Elgin Park Dr, Uxbridge, ON L9P 1N2, Canada",Uxbridge,ON,L9P 1N2,(905) 852-4379,http://www.woodensticks.com/,Wedding Venue,,,,,,golf club,in-house only,yes,both,4.6,831,no,yes,http://www.woodensticks.com/weddings,yes,Wedding packages available,no,no,,,92,"Dedicated weddings page with SEO optimization, mentions award-winning cuisine, outdoor ceremony site, on-site accommodations, and wedding packages—clearly a premier golf club wedding venue.","Wooden Sticks Golf Club in Uxbridge offers elegant weddings with award-winning cuisine, scenic outdoor ceremony sites, and convenient on-site accommodations.",google_places,2026-05-18T10:25:06.011260+00:00,2026-05-18T11:15:24.791690+00:00
ChIJRY7aMIzS1IkRjXW538RdGhg,Graydon Hall Manor,"185 Graydon Hall Dr, North York, ON M3A 3B1, Canada",Toronto,ON,M3A 3B1,(416) 449-5432,http://www.graydonhall.com/,Wedding Venue,,,,,,estate,in-house only,unknown,both,4.5,558,no,yes,https://www.graydonhall.com/gallery/weddings/,no,,no,no,,,92,"Premier estate wedding venue with dedicated weddings page, mentions highly personalized service including custom menus, couture cocktails, tailored floor plans, linens, floral, and lighting design.","Graydon Hall Manor is an elegant Toronto estate offering personalized wedding service with custom menus, tailored décor, and attentive staff dedicated to every detail.",google_places,2026-05-17T23:26:04.250675+00:00,2026-05-18T01:36:42.742899+00:00
ChIJPzk1ORbhzUwRgfjc3hxJZ7M,Orchard View Wedding & Event Centre,"6346 Deermeadow Dr, Greely, ON K4P 1M9, Canada",Ottawa,ON,K4P 1M9,(613) 821-2675,http://www.orchardview.ca/,Wedding Venue,,,,,,banquet hall,unknown,unknown,both,4.7,528,no,yes,http://www.orchardview.ca/,no,,no,no,,,95,"This is explicitly a wedding and event centre with 'Wedding' in its business name, heavily SEO-optimized for Ottawa wedding venue searches, and markets itself as Ottawa's top venue for weddings.",Orchard View Wedding & Event Centre is Ottawa's premier destination for weddings and special events. Stunning spaces with both outdoor and indoor options create unforgettable moments.,google_places,2026-05-18T00:00:17.279053+00:00,2026-05-18T03:10:45.099722+00:00
ChIJG-GzN4nlzUwRpMxzYuFx9bQ,Strathmere Country Estate,"1980 Phelan Rd W Reception Office, Ottawa, ON K0A 2T0, Canada",Ottawa,ON,K0A 2T0,(613) 489-2409,https://www.strathmere.com/?utm_campaign=gmb,Wedding Venue,,,,,,estate,unknown,yes,both,4.5,526,no,yes,https://www.strathmere.com/?utm_campaign=gmb/weddings,unknown,,no,unknown,,,92,"Premier country estate with weddings prominently featured in title/meta, 200 pastoral acres, historic barn from 1860s, on-site lodgings, and rich heritage since 1825.","Historic 200-acre country estate near Ottawa featuring a restored 1860s barn, cozy lodgings, and pastoral grounds. Farm-fresh dining and timeless elegance.",google_places,2026-05-18T00:00:14.127556+00:00,2026-05-18T03:10:20.650787+00:00
ChIJDSZ1prK5LogRcI6_GnYtewM,St. Marys Golf & Country Club,"769 Queen St E, St. Marys, ON N4X 1G2, Canada",Saint Marys,ON,N4X 1G2,(519) 284-3704,http://stmarysgolf.com/,Wedding Venue,,,,,,golf club,in-house only,yes,both,4.6,504,no,yes,https://www.stmaryswedding.ca,yes,All-inclusive wedding services with planning and coordination,no,no,,,95,"Premier dedicated wedding venue with separate wedding brand, full-service all-inclusive packages, onsite accommodations, and comprehensive wedding-focused marketing.","St. Marys Weddings is a premier full-service venue offering all-inclusive wedding packages with timeless ceremony and reception spaces, premium catering, and luxurious onsite accommodations in Southwestern Ontario.",google_places,2026-05-18T10:23:12.036810+00:00,2026-05-18T11:12:33.616363+00:00
ChIJ5d3HRxcGzkwRME8iSAKq7eg,Saint Elias Banquet Centre,"750 Ridgewood Ave, Ottawa, ON K1V 6N1, Canada",Ottawa,ON,K1V 6N1,(613) 737-4997,http://www.steliascentre.com/,Wedding Venue,,,,,,banquet hall,unknown,unknown,indoor,4.5,478,no,yes,http://www.steliascentre.com/weddings.php,unknown,,no,no,,,92,"Premier wedding venue with 'Wedding Venue Ottawa' as primary title tag, dedicated weddings navigation item, and self-description as elegant event centre ideal for weddings.","St. Elias Centre is one of Ottawa's most elegant yet modern banquet halls, offering the ideal wedding venue to create the event of your dreams.",google_places,2026-05-18T00:00:24.030251+00:00,2026-05-18T03:12:08.687762+00:00
ChIJX17R7yl3LIgRO-vhVof8FjQ,Tapestry Hall,"74 Grand Ave S, Cambridge, ON N1S 2L9, Canada",Cambridge,ON,N1S 2L9,(226) 476-1186,https://bit.ly/2VJgrF5,Wedding Venue,25,1000,,,,banquet hall,in-house only,unknown,unknown,4.6,398,no,yes,https://www.tapestryhall.ca/weddings,unknown,,no,unknown,,,92,"Premier wedding venue with weddings prominently featured in meta description, dedicated weddings page image visible, clear capacity range stated (25-1000 guests), and five-star catering mentioned.",Versatile event venue offering five-star catering for intimate gatherings to grand celebrations. Accommodate 25 to 1000 guests in flexible spaces.,google_places,2026-05-17T23:47:13.187922+00:00,2026-05-18T02:35:20.677854+00:00
ChIJIc6fO3kM0kwRHYHss-wrDww,Stonefields Estate,"1985 Beckwith 9th Line, Carleton Place, ON K7C 3P2, Canada",Carleton Place,ON,K7C 3P2,(613) 253-3313,http://www.stonefieldsweddings.com/,Wedding Venue,,,,,,estate,unknown,unknown,outdoor,4.8,365,no,yes,https://stonefieldsweddings.com/weddings/,no,,no,no,,@stonefields_estate,95,"Premier wedding venue with dedicated domain stonefieldsweddings.com, dedicated weddings page, estate venue type, and clear wedding focus in all branding and metadata.",An elegant outdoor wedding venue in Ontario offering couples a distinctive estate experience. Discover your perfect day at Stonefields from start to finish.,google_places,2026-05-17T23:54:02.722410+00:00,2026-05-18T02:57:02.063742+00:00
ChIJYdIWVZ5f04kRKtrmm-H_Jtc,Kurtz Orchards Weddings Niagara on the Lake,"16006 Niagara River Pkwy, Niagara-on-the-Lake, ON L0S 1J0, Canada",Niagara-on-the-Lake,ON,L0S 1J0,(905) 468-2937,http://www.kurtzorchards.com/,Wedding Venue,,,,,,winery,unknown,unknown,both,4.3,363,no,yes,https://kurtzorchards.com/niagara-weddings/,no,,no,no,,,92,"Dedicated luxury wedding page at an established Niagara winery with clear focus on weddings, picturesque outdoor and indoor settings, exclusive location positioning, and strong commitment to service.",Kurtz Orchards offers Niagara's most beautiful wedding setting where elegant tradition meets cultivated style with gorgeous venues and scrumptious cuisine.,google_places,2026-05-17T23:04:38.960357,2026-05-18T00:52:56.725795+00:00
ChIJtbNxY6ejLIgRWhF5LcM8dGw,Winona Vine Estates,"269 Glover Rd, Stoney Creek, ON L8E 5H6, Canada",Hamilton,ON,L8E 5H6,(905) 643-1261,http://www.winonavineestates.com/,Wedding Venue,,500,,,,winery,unknown,unknown,indoor,4.7,355,no,yes,http://www.winonavineestates.com/weddings,no,,no,yes,,,92,"Premier wedding venue with dedicated weddings page, clear capacity (500 guests), 18,000 sq ft ballroom facility, and trademark 'only one wedding at a time' exclusivity positioning.","Elegant winery estate with grand 18,000 sq ft ballroom hosting up to 500 guests. Exclusive 'only one wedding at a time' ensures your celebration receives undivided attention.",google_places,2026-05-17T23:16:33.978982+00:00,2026-05-18T01:12:29.648862+00:00
ChIJJSvF-qn6LogRpfAKdnGUuvw,Bellamere Winery And Event Centre,"1260 Gainsborough Rd, London, ON N6H 5K8, Canada",London,ON,N6H 5K8,(519) 473-2273,http://www.bellamere.com/,Wedding Venue,,,,,,winery,unknown,unknown,both,4.5,335,no,yes,https://www.bellamere.com/weddings/,unknown,,no,unknown,,,95,"Premier wedding venue with dedicated weddings page, extensive SEO optimization for wedding searches, and clear positioning as a luxury wedding destination winery.","Bellamere Winery is a romantic luxury wedding venue in London, Ontario, blending elegant charm with natural winery beauty for unforgettable celebrations.",google_places,2026-05-17T23:23:55.053873+00:00,2026-05-18T01:32:45.045172+00:00
ChIJj2M6JALHKogRVc9sVAEII78,Belcroft Estate & Event Centre,"2539 14 Line, Gilford, ON L0L 1R0, Canada",Innisfil,ON,L0L 1R0,(905) 775-3498,http://www.belcroftestate.com/,Wedding Venue,,,,,,barn,unknown,unknown,both,4.7,281,no,yes,http://www.belcroftestate.com/,unknown,,no,no,,,95,"Premier wedding venue with weddings prominently featured in page title, description mentions two distinct wedding venues (century barn and garden tent), and explicitly markets dream weddings with scenic landscapes.","Belcroft Estate offers two stunning wedding venues: a picturesque century barn and an enchanting garden tent, just 45 minutes from the GTA with scenic landscapes.",google_places,2026-05-17T23:23:19.968759+00:00,2026-05-18T01:30:56.580940+00:00
ChIJs4aHw8I0LIgRiqnmNDJjLrI,Cranberry Creek Gardens - Private Event Space,"56 Lynedoch Rd, Delhi, ON N4B 2W4, Canada",Delhi,ON,N4B 2W4,(519) 302-9000,http://cranberrycreekgardens.com/,Wedding Venue,,,,,,estate,unknown,unknown,both,4.8,265,no,yes,http://cranberrycreekgardens.com/weddings,yes,Wedding packages available - page title indicates multiple options,no,no,,,92,"Dedicated wedding packages page with detailed venue description featuring White Chapel, Barn, Century Home, and gardens specifically marketed for wedding celebrations.","A magical garden venue in rural Norfolk County featuring a White Chapel, historic Barn, and Century Home. Cranberry Creek creates relaxed celebrations with picture-perfect backdrops.",google_places,2026-05-17T23:17:08.069429+00:00,2026-05-18T01:15:35.185131+00:00
ChIJJ2gMuJ8d1YkRKLkJIIqQpZk,Tosca Banquet Hall,"800 Champlain Ave, Oshawa, ON L1J 6W8, Canada",Oshawa,ON,L1J 6W8,(905) 404-9400,http://www.toscabanquethall.com/,Wedding Venue,,,,,(905) 404.9400,banquet hall,in-house only,unknown,indoor,4.2,253,no,yes,https://toscabanquethall.com/weddings,yes,Menu options and event packages available,no,yes,,,92,"Dedicated weddings navigation menu with event spaces, menu options, reviews, and tour scheduling demonstrates strong wedding focus as a purpose-built banquet hall.",Tosca Banquet Hall is a dedicated wedding venue offering customizable event spaces and catering packages. Schedule a tour to explore their halls and menu options.,google_places,2026-05-17T23:34:37.210313+00:00,2026-05-18T02:05:46.506981+00:00
ChIJe5PzTmWcLIgRLXplw6oGE54,The Waterfront Banquet & Conference Centre,"555 Bay St N #2, Hamilton, ON L8L 1H1, Canada",Hamilton,ON,L8L 1H1,(905) 581-8823,http://www.thewaterfrontcentre.com/,Wedding Venue,,,,,,banquet hall,unknown,unknown,unknown,4.3,243,no,yes,https://thewaterfrontcentre.com/weddings/,yes,"Wedding packages mentioned, featured on Rich Bride Poor Bride & Four Weddings",no,no,,,92,"Dedicated weddings page, wedding packages offered, and featured on multiple wedding TV shows demonstrates this is a premier wedding venue actively marketing to couples.","The Waterfront Banquet & Conference Centre is an established wedding venue featured on Rich Bride Poor Bride and Four Weddings Canada, offering wedding packages.",google_places,2026-05-17T23:20:33.080429+00:00,2026-05-18T01:19:47.851601+00:00
ChIJR42RtUXEKogR59johCYQZ7s,The Bradford Barn,"3287 Line 9, Bradford, ON L3Z 3S4, Canada",Bradford West Gwillimbury,ON,L3Z 3S4,(705) 229-8750,https://www.thebradfordbarn.com/?utm_source=google&utm_medium=organic&utm_campaign=profile,Wedding Venue,,,,,,barn,unknown,unknown,both,4.6,177,no,yes,https://www.thebradfordbarn.com/weddings,unknown,,no,unknown,,,92,Premier barn wedding venue with 'Wedding & Event Venue' prominently featured in page title and clear dedication to weddings evident from branding and URL structure.,The Bradford Barn is a charming wedding and event venue near Toronto. This rustic barn space offers couples an elegant countryside setting for their celebration.,google_places,2026-05-17T23:30:53.144091+00:00,2026-05-18T01:57:53.654801+00:00
ChIJ84U01a-b1YkRDKIWVZsaiEk,Century Barn Weddings and Events,"400 Stewart Line, Cavan, ON L0A 1C0, Canada",Cavan,ON,L0A 1C0,(647) 637-9877,http://www.centurybarnweddings.com/,Wedding Venue,,,,,,barn,unknown,unknown,unknown,4.9,167,no,yes,https://centurybarnweddings.com/weddings/,no,,no,no,,@centurybarnweddings,95,"Premier wedding venue with 'Weddings' literally in the business name, dedicated weddings page, active social media presence, and metadata describing picturesque barn setting for special moments.",Century Barn offers a picturesque rural setting where every corner of the barn and property creates unique photo opportunities for your special day.,google_places,2026-05-17T23:15:37.974433+00:00,2026-05-18T01:09:47.271850+00:00
ChIJgcqvYAo-KYgRKo_Ki5CV_xs,Brussels Four Winds Barn- Wedding and Events Space,"60 Orchard Ln, Brussels, ON N0G 1H0, Canada",Owen Sound,ON,N0G 1H0,(519) 998-3014,http://fourwindsbarn.com/,Wedding Venue,,,,,,barn,unknown,unknown,unknown,4.8,155,no,yes,http://fourwindsbarn.com/,no,,no,no,,,92,"Premier wedding barn venue with 'Wedding & Event Barn' prominently in title, meta descriptions emphasize weddings first, and explicitly states 'Now booking weddings' as primary offering.","Beautiful barn wedding venue with elegant rustic appeal near London, Kitchener-Waterloo and GTA. Hosts weddings, private events and conferences in Brussels, Ontario.",google_places,2026-05-18T00:10:20.659048+00:00,2026-05-18T03:39:27.128683+00:00
ChIJ25ByBwdV00wRCvxFGzU1Hs0,Humble Beginnings Event Venue,"8700 County Rd 30, Havelock, ON K0L 1Z0, Canada",Havelock,ON,K0L 1Z0,(289) 731-2007,https://www.humbleevents.ca/,Wedding Venue,,,,,,barn,in-house only,unknown,both,4.7,147,no,yes,https://www.humbleevents.ca/weddings,yes,All-inclusive curated packages,no,no,,,92,"Dedicated weddings page with clear wedding focus, all-inclusive packages, indoor/outdoor spaces, one wedding per day privacy model, and strong SEO optimization for wedding searches.",All-inclusive country wedding venue near Peterborough offering indoor/outdoor spaces and curated packages. One wedding per day ensures complete privacy for your celebration.,google_places,2026-05-18T00:02:34.349793+00:00,2026-05-18T03:21:32.467852+00:00
ChIJ274VAhvxK4gRXV75Au5BOkM,Elle by Stella Wedding Villa and Gardens,"635 Hawkesville Rd, St. Jacobs, ON N0B 2N0, Canada",St. Jacobs,ON,N0B 2N0,(548) 255-2647,http://www.ellebystella.ca/,Wedding Venue,,,,,,estate,unknown,unknown,both,4.8,144,no,yes,http://www.ellebystella.ca/,no,,no,no,,,95,"The venue name explicitly identifies itself as a 'Wedding Villa and Gardens', making weddings its primary and dedicated business purpose.",Elle by Stella Wedding Villa and Gardens is an elegant estate venue offering both villa and garden settings for your special day in a romantic atmosphere.,google_places,2026-05-17T23:47:10.621877+00:00,2026-05-18T02:34:37.474146+00:00
ChIJJQCjeG_z1YkRPBBRVhuH00A,Farmhill Weddings,"2709 Dillon Rd, Peterborough, ON K9J 6X8, Canada",Peterborough,ON,K9J 6X8,(705) 930-4877,http://www.farmhillweddings.com/,Wedding Venue,,,,,,farm,unknown,unknown,unknown,4.8,144,no,yes,https://farmhillweddings.com/weddings,no,,no,no,,,92,"Dedicated wedding venue with brand name 'Farmhill Weddings', dedicated weddings page with SEO optimization, and meta description explicitly marketing refined countryside wedding experiences.","Farmhill offers refined countryside weddings near Peterborough, Ontario. Experience a seamless, stress-free celebration in an elegant farm setting.",google_places,2026-05-17T23:31:41.524935+00:00,2026-05-18T01:59:45.985154+00:00
ChIJN0PUzyIa0kwRE6Rbcsr2x50,Evermore Weddings & Events,"4960 County Rd 29, Almonte, ON K0A 1A0, Canada",Mississippi Mills,ON,K0A 1A0,(613) 552-1424,http://evermoreweddingsandevents.ca/,Wedding Venue,,,,,,barn,unknown,unknown,unknown,4.8,143,no,yes,https://evermoreweddingsandevents.ca/wedding-packages/,yes,Wedding packages with drinks and rates available,yes,unknown,,,95,"Premier dedicated wedding venue with 'Weddings' literally in the business name, dedicated wedding packages page with pricing, and described as a rustic wedding venue in Ottawa.",Evermore is a unique rustic wedding venue in Ottawa offering comprehensive wedding packages with drinks and transparent pricing for your special day.,google_places,2026-05-18T00:00:13.529225+00:00,2026-05-18T03:10:11.886449+00:00
ChIJIQSi-EeKKk0Rz8EG3jcZaQM,Brooklands Farm,"1375 Butter & Egg Rd, Bracebridge, ON P1L 0J9, Canada",Bracebridge,ON,P1L 0J9,(705) 764-1888,https://brooklandsfarm.ca/,Wedding Venue,,,,,,barn,unknown,yes,both,4.8,141,no,yes,https://brooklandsfarm.ca/wedding/,yes,"Large, Small & Elopement packages",no,no,,,92,"Dedicated weddings page with clear barn venue positioning, multiple package tiers (Large, Small, Elopement), barn and outdoor tent facilities, log cabin accommodations, and strong wedding-focused SEO optimization.",Stunning Muskoka barn wedding venue with rustic charm and farm backdrops. Offers flexible packages from intimate elopements to large celebrations with barn and tent.,google_places,2026-05-17T23:41:39.520050+00:00,2026-05-18T02:21:52.744513+00:00
ChIJgYSjNwA104kRLjl5Is8Ozf4,Kehoe & Kin - Niagara Wedding Barn Venue,"31684 Dixie Rd, Wainfleet, ON L0S 1V0, Canada",Wainfleet,ON,L0S 1V0,,https://www.kehoeandkin.com/,Wedding Venue,130,200,,,,barn,unknown,unknown,both,4.9,137,no,yes,https://www.kehoeandkin.com,no,,no,no,,,92,"Premier wedding barn venue with explicit wedding focus in meta description, clear capacity stated (130 seated, 200 standing), restored century barn with photography features and copper cupola specifically positioned for weddings.",Century-old restored barn in Niagara with three levels perfect for photography. Seats 130 for dinner or 200 standing with country chic farm backdrop.,google_places,2026-05-17T23:04:43.882465,2026-05-18T00:54:25.133089+00:00
ChIJZ5c0x_kcL4gRfIuS8CULIYQ,Century Wedding Barn,"10068 Fernhill Dr, Denfield, ON N0M 1P0, Canada",Denfield,ON,N0M 1P0,(519) 476-9300,http://centuryweddingbarn.ca/,Wedding Venue,,,,,,barn,unknown,unknown,unknown,4.1,127,no,yes,http://centuryweddingbarn.ca/,no,,no,no,,,92,The venue name itself is 'Century Wedding Barn' and the tagline is 'Happily ever after begins here' - this is clearly a dedicated wedding venue with weddings as its primary business focus.,The Century Wedding Barn offers a rustic barn setting where happily ever after begins. A dedicated wedding venue perfect for couples seeking countryside charm.,google_places,2026-05-17T23:52:46.344022+00:00,2026-05-18T02:47:33.424571+00:00
ChIJkUOU_EwbK4gRc8zLDj2XTJ4,MG Manor,"15930 St Andrews Rd, Caledon East, ON L7C 2R8, Canada",Caledon East,ON,L7C 2R8,(437) 788-2525,https://mgmanor.com/,Wedding Venue,,,,,,estate,unknown,unknown,both,3.9,104,no,yes,https://mgmanor.com/,no,,no,no,,,92,"Premier luxury wedding venue with weddings prominently featured in title and description, set on a 200-acre private estate with both elegant indoor spaces and outdoor tent options.","MG Manor is a luxury wedding venue on a private 200-acre estate in Caledon, Ontario, offering elegant indoor spaces and a stunning outdoor tent for unforgettable celebrations.",google_places,2026-05-17T23:28:57.582303+00:00,2026-05-18T01:50:08.849602+00:00
ChIJz8Nqka-vKk0RjMLlJJWKbVU,Northbrook Farm Weddings,"3952 Fairgrounds Rd, Severn, ON L3V 0Y2, Canada",Aurora,ON,L3V 0Y2,(705) 330-5600,http://northbrookfarmweddings.ca/,Wedding Venue,,,,,,farm,unknown,unknown,outdoor,4.9,99,no,yes,https://northbrookfarmweddings.ca/,no,,no,no,,,95,Domain name is 'northbrookfarmweddings.ca' and site name is 'Northbrook Farm Weddings & Events' with meta description explicitly marketing it as 'the premier wedding venue in Orillia' - this is a dedicated wedding venue.,Northbrook Farm is Orillia's premier outdoor wedding venue featuring stunning gardens and elegant spaces. An elevated farm experience for your special day.,google_places,2026-05-17T23:32:56.010710+00:00,2026-05-18T02:01:58.790866+00:00
