place_id,name,address,city,province,postal_code,phone,website,category,capacity_min,capacity_max,coordinator_name,coordinator_email,coordinator_phone,venue_type,catering,accommodations,indoor_outdoor,rating,review_count,google_closed,has_weddings_page,weddings_page_url,has_packages,packages,has_pricing,has_testimonials,booking_platform,instagram_handle,wedding_readiness_score,score_reasoning,description,source,scraped_at,enriched_at
ChIJ7QDyxfbf1IkRHPV6g-fnKeQ,Pickering Casino Resort,"888 Durham Live Ave, Pickering, ON L1W 0C1, Canada",Pickering,ON,L1W 0C1,(833) 629-0552,https://pickeringcasino.com/,Wedding Venue,,,,,,resort,unknown,yes,unknown,3.9,4477,no,yes,https://pickeringcasino.com/weddings,no,,no,no,,,72,"Casino resort with dedicated weddings URL showing they actively market wedding services, though page content details are minimal in provided code.",Pickering Casino Resort offers wedding venues with the full-service amenities of a modern resort destination. Host your celebration with accommodations on-site.,google_places,2026-05-17T23:36:10.022255+00:00,2026-05-18T02:10:25.621214+00:00
ChIJbTYIt5P_0UwRDzFVoqjMmQY,Brookstreet Hotel,"525 Legget Dr, Kanata, ON K2K 3G4, Canada",Ottawa,ON,K2K 3G4,(888) 826-2220,https://www.brookstreethotel.com/,Wedding Venue,,,,,,hotel,in-house only,yes,both,4.4,4473,no,yes,https://www.brookstreethotel.com/weddings,yes,"End-to-end services including ceremony, reception, rehearsal dinner, florals",no,no,,,88,"Premier Ottawa hotel with dedicated weddings page, personalized Wedding Event Manager, comprehensive wedding services from ceremony to florals, and accommodations for all group sizes.","Ottawa's premier hotel wedding destination offering personalized planning with a dedicated Wedding Event Manager. From intimate to large celebrations, enjoy end-to-end service.",google_places,2026-05-18T10:11:14.346265+00:00,2026-05-18T10:46:37.301326+00:00
ChIJh2leSPU2K4gRyl33gw24rxQ,Old Mill Toronto Hotel,"9 Old Mill Rd, Etobicoke, ON M8X 1G5, Canada",Toronto,ON,M8X 1G5,(416) 232-3703,https://oldmilltorontohotel.com/,Wedding Venue,,,,,,hotel,unknown,yes,both,4.4,4159,no,yes,,no,,no,no,,,75,"Established hotel venue with clear infrastructure for weddings including accommodations and event space, though specific wedding details are not visible on this homepage.",Historic Toronto hotel offering elegant event spaces and onsite accommodations. Scenic riverside setting perfect for memorable celebrations.,google_places,2026-05-18T10:08:39.833162+00:00,2026-05-18T10:39:31.384903+00:00
ChIJQ67_BmB0Kk0R6Xw5VFQi8Q8,Deerhurst Resort,"Deerhurst Resort, 1235 Deerhurst Dr, Huntsville, ON P1H 2E8, Canada",Huntsville,ON,P1H 2E8,(800) 461-4393,http://deerhurstresort.com/,Wedding Venue,,,,,,resort,unknown,yes,unknown,4.1,4154,no,yes,https://deerhurstresort.com/plan-your-event/weddings/,yes,Muskoka Wedding Packages at lakeside resort setting,no,no,,,85,"Established Muskoka resort with dedicated weddings page, clear wedding package offerings, and lakeside setting specifically marketed for weddings.",Deerhurst Resort offers idyllic lakeside Muskoka wedding packages where you and your guests can celebrate in a stunning natural setting with full resort amenities.,google_places,2026-05-17T23:43:39.552200+00:00,2026-05-18T02:30:09.150766+00:00
ChIJcYprBbOyLIgRqvNpMT-fXtk,Ball's Falls Conservation Area,"3292 Sixth Ave, Lincoln, ON L0R 1S0, Canada",Lincoln,ON,L0R 1S0,(905) 562-5235,https://npca.ca/parks-recreation/conservation-areas/balls-falls,Wedding Venue,,,,,,conservation area,unknown,unknown,outdoor,4.6,3726,no,yes,https://npca.ca/parks-recreation/conservation-areas/balls-falls/weddings,no,,no,no,,,75,"Dedicated weddings page exists at a conservation area known for natural beauty and scenic views, indicating active wedding business despite missing detailed content in provided HTML.",Ball's Falls Conservation Area in Twenty Valley offers spectacular natural scenery for weddings. This breathtaking outdoor venue combines waterfalls and nature.,import:ontario_heritage_venues,2026-05-18T11:29:14.042404+00:00,2026-05-18T12:01:20.616823+00:00
ChIJpb2A8jA7K4gRl9toqJtJSA4,Chateau Le Jardin Event Venue,"8440 Hwy 27, Woodbridge, ON L4H 0A7, Canada",Vaughan,ON,L4H 0A7,(905) 851-2200,https://www.lejardin.com/,Wedding Venue,,,,,,banquet hall,unknown,unknown,unknown,4.5,3564,no,yes,https://www.lejardin.com/weddings,no,,no,no,,,75,Dedicated weddings page with SEO-optimized title 'Wedding Halls in Vaughan' and description promoting 'dream wedding' services and 'exquisite wedding halls' shows clear wedding focus.,Chateau Le Jardin is an elegant event venue in Vaughan specializing in weddings. Beautiful settings and exceptional service for your special day.,google_places,2026-05-17T23:26:49.338836+00:00,2026-05-18T01:41:40.456954+00:00
ChIJZWITMHFf04kRzGlJxm2J9jc,Prince of Wales Hotel,"6 Picton St, Niagara-on-the-Lake, ON L0S 1J0, Canada",Niagara-on-the-Lake,ON,L0S 1J0,(905) 468-3246,https://www.vintage-hotels.com/prince-of-wales/?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business,Wedding Venue,,,,,,hotel,unknown,yes,unknown,4.5,3487,no,yes,https://www.vintage-hotels.com/prince-of-wales/weddings,no,,no,no,,,85,"Historic hotel with dedicated weddings URL path, on-site spa and dining, clear accommodations, and part of established Vintage Hotels group known for hosting weddings.","Experience royal treatment at this elegant Niagara-on-the-Lake hotel featuring distinctive dining and an on-site spa, perfect for couples seeking historic charm.",import:ontario_heritage_venues,2026-05-18T11:29:46.301113+00:00,2026-05-18T12:04:53.818685+00:00
ChIJART0faoFzkwRJyLS0gjq6Wg,Lord Elgin Hotel,"100 Elgin St, Ottawa, ON K1P 5K8, Canada",Ottawa,ON,K1P 5K8,(613) 235-3333,https://lordelginhotel.ca/,Wedding Venue,,,,adonaldson@lordelgin.ca,,hotel,unknown,yes,unknown,4.3,3463,no,yes,https://lordelginhotel.ca/weddings,unknown,,no,no,,@thelordelginhotel,85,"Historic downtown hotel with dedicated weddings page, wedding-specific email contact, structured schema data for wedding services, and clear wedding venue positioning.",Historic downtown Ottawa hotel offering elegant wedding venues with on-site accommodations for your guests. Convenient location steps from Parliament Hill.,google_places,2026-05-18T10:11:20.660825+00:00,2026-05-18T10:49:21.282749+00:00
ChIJ32OP64B5KogR2XaInd6NuTQ,Living Water Resort & Spa,"9 Harbour St E, Collingwood, ON L9Y 5B5, Canada",Collingwood,ON,L9Y 5B5,(800) 465-9077,http://www.livingwaterresorts.com/,Wedding Venue,,,,,,resort,unknown,yes,unknown,4.1,3277,no,yes,http://www.livingwaterresorts.com/weddings,no,,no,no,,,75,"Resort with dedicated weddings page URL demonstrates clear wedding intent, though page content details are minimal in the code provided.",Living Water Resort & Spa offers a beautiful setting for your wedding celebration with resort accommodations for your guests. Contact their events team to plan your special day.,google_places,2026-05-17T23:39:58.092337+00:00,2026-05-18T02:16:30.403732+00:00
ChIJudTJZy7-KogRrb0G4Z2S48o,"Hockley Valley Resort - Golf, Spa and Ski","793522 3rd Line EHS, Mono, ON L9W 5X7, Canada",Mono,ON,L9W 5X7,(519) 942-0754,http://www.hockley.com/,Wedding Venue,,,,,,resort,unknown,yes,both,4.1,3239,no,yes,https://hockley.com/weddings/,unknown,,no,unknown,,,85,"Premier resort with dedicated weddings page and meta description highlighting ceremony/reception spaces, luxurious guest rooms, spa, and exceptional cuisine in one location.","A stunning all-inclusive resort offering breathtaking ceremony and reception spaces, luxurious accommodations, full-service spa, and exceptional cuisine.",import:ontario_golf_venues,2026-05-18T11:26:14.483053+00:00,2026-05-18T11:47:05.790637+00:00
ChIJ65ABXzmeLIgRmncYhd7kjAE,Spencer's At The Waterfront,"1340 Lakeshore Rd., Burlington, ON L7S 1B1, Canada",Burlington,ON,L7S 1B1,(905) 633-7494,http://www.spencers.ca/,Wedding Venue,,,,,,restaurant,unknown,unknown,unknown,4.2,3203,no,yes,https://spencers.ca/weddings/,no,,no,no,,,85,Dedicated weddings page with SEO optimization describing itself as one of Burlington's premier lakefront wedding venues with modern design and breathtaking waterfront views.,Spencer's at the Waterfront is a premier lakefront wedding venue in Burlington featuring modern design and breathtaking views of Lake Ontario's shores.,import:ontario_heritage_venues,2026-05-18T11:30:38.172164+00:00,2026-05-18T12:07:36.081692+00:00
ChIJw8bLFK2FLIgR8YHJ5eEoWO8,Ancaster Mill,"548 Old Dundas Rd, Ancaster, ON L9G 3J4, Canada",Hamilton,ON,L9G 3J4,(905) 648-1828,http://www.ancastermill.ca/,Wedding Venue,,,,,,restaurant,unknown,unknown,unknown,4.6,3122,no,yes,https://ancastermill.ca/weddings/,no,,no,no,,,85,Historic mill with dedicated weddings page and romantic messaging clearly positions itself as an active wedding venue despite limited details on this page.,Historic Ancaster Mill offers timeless spaces nestled under the Escarpment where romance and magic come alive. A picturesque heritage venue for couples.,import:ontario_heritage_venues,2026-05-18T11:30:51.130225+00:00,2026-05-18T12:08:37.219319+00:00
ChIJf6qfHj0kK4gRWem1KyJy2uo,McMichael Canadian Art Collection,"Grand Hall, 10365 Islington Ave., Kleinburg, ON L0J 1C0, Canada",Vaughan,ON,L0J 1C0,(905) 893-1121,http://www.mcmichael.com/,Wedding Venue,,,,,,other,unknown,unknown,both,4.7,3052,no,yes,https://mcmichael.com/visit/weddings-and-event-rentals/,no,,no,no,,,72,"Art gallery with dedicated weddings page shows active wedding business, though specific details like capacity, pricing, and coordinator contact are not visible in the HTML metadata provided.",Celebrate among Canadian masterpieces at this renowned art gallery featuring indoor galleries and outdoor grounds. A unique cultural venue for couples seeking artistry.,import:ontario_heritage_venues,2026-05-18T11:29:02.785256+00:00,2026-05-18T11:59:52.647717+00:00
ChIJwScp6qo1K4gRcuheo9LY6ZI,Gladstone House,"1214 Queen St W, Toronto, ON M6J 1J6, Canada",Toronto,ON,M6J 1J6,(416) 531-4635,https://www.gladstonehouse.ca/,Wedding Venue,,,,,,hotel,unknown,yes,unknown,4.4,3001,no,yes,https://www.gladstonehouse.ca/weddings,no,,no,no,,,75,"Boutique hotel with dedicated weddings page URL indicating active wedding business, though specific details are not visible in the HTML provided.",Gladstone House is a distinctive Toronto boutique hotel offering unique wedding spaces. This artistic venue provides accommodation and character for couples.,google_places,2026-05-18T10:09:01.557918+00:00,2026-05-18T10:40:34.030071+00:00
ChIJUavGkuucLIgRqVNXkeSWn8I,Royal Botanical Gardens - Rock Garden,"1185 York Blvd, Hamilton, ON L0R 2H9, Canada",Hamilton,ON,L0R 2H9,(905) 527-1158,http://www.rbg.ca/rockgarden,Wedding Venue,,,,,,conservation area,unknown,unknown,both,4.6,2779,no,yes,https://www.rbg.ca/venues-rentals/weddings/,no,,no,no,,,85,"Dedicated weddings page with optimized SEO for wedding venues in Hamilton and Burlington, part of Royal Botanical Gardens venue rental offerings with clear wedding focus.",Royal Botanical Gardens offers unique wedding venues in Hamilton and Burlington with stunning natural backdrops. Personalized service and endless photo opportunities.,google_places,2026-05-17T23:21:04.515286+00:00,2026-05-18T01:22:36.962153+00:00
ChIJxcEhb784K4gRjgg3LguVM78,Sandman Signature Mississauga Hotel,"5400 Dixie Rd, Mississauga, ON L4W 4T4, Canada",Mississauga,ON,L4W 4T4,(905) 238-0159,https://www.sandmanhotels.com/signature-mississauga?utm_source=google&utm_medium=maps&utm_campaign=signature_mississauga,Wedding Venue,,,,,,hotel,unknown,yes,unknown,4.1,2712,no,yes,https://www.sandmanhotels.com/signature-mississauga/weddings,no,,no,no,,,75,"Hotel with dedicated weddings page URL indicated in navigation structure, accommodations onsite, and event infrastructure typical of Sandman Signature properties.",Sandman Signature Mississauga Hotel offers modern event spaces for weddings with onsite guest accommodations. Convenient location with full-service amenities.,google_places,2026-05-18T10:13:15.158854+00:00,2026-05-18T10:54:02.390240+00:00
ChIJrQ_XKhNf04kRwmrBMkPFAYM,Pillar and Post Inn & Spa,"48 John St W, Niagara-on-the-Lake, ON L0S 1J0, Canada",Niagara-on-the-Lake,ON,L0S 1J0,(905) 468-2123,https://www.vintage-hotels.com/pillar-and-post/?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business,Wedding Venue,,,,,,hotel,unknown,yes,unknown,4.4,2711,no,yes,https://www.vintage-hotels.com/pillar-and-post/?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business/weddings,no,,no,no,,,75,"Established hotel and spa with weddings clearly in their Google My Business strategy, indicating active wedding business despite limited detail on this homepage.","Historic Pillar and Post Inn & Spa offers country elegance in Niagara-on-the-Lake with on-site spa, fine dining, and accommodations for wedding celebrations.",google_places,2026-05-17T23:04:42.090448,2026-05-18T00:53:45.836291+00:00
ChIJ-7bPWdPvKogRU7jfPHWW7w8,Nottawasaga Resort & Conference Centre,"6015 ON-89, Alliston, ON L9R 1A4, Canada",New Tecumseth,ON,L9R 1A4,(705) 435-5501,http://www.nottawasagaresort.com/,Wedding Venue,,,,,,resort,unknown,yes,unknown,4.1,2629,no,yes,,no,,no,no,,,85,"Resort with weddings prominently featured in meta tags, title, and keywords; award-winning property with conference facilities and accommodations clearly positioned for weddings.","Award-winning Alliston resort offering wedding and event services with hotel accommodations, golf, dining, and conference facilities for celebrations of all sizes.",import:ontario_golf_venues,2026-05-18T11:26:45.209478+00:00,2026-05-18T11:49:57.144052+00:00
ChIJUQZrWqdf04kRCKhLt_rGu-s,Peller Estates Winery And Restaurant,"290 John St E, Niagara-on-the-Lake, ON L0S 1J0, Canada",Niagara-on-the-Lake,ON,L0S 1J0,(888) 673-5537,https://www.peller.com/,Wedding Venue,,,,,,winery,unknown,unknown,unknown,4.3,2427,no,no,,no,,no,no,,@pellerwines,75,"Established winery and restaurant in Niagara-on-the-Lake, a premier wedding destination; wineries of this caliber typically host weddings even without explicit homepage content.",Elegant Niagara-on-the-Lake winery with restaurant and event spaces. A prestigious estate setting ideal for couples seeking vineyard romance.,google_places,2026-05-17T23:05:03.799854,2026-05-18T00:57:34.796380+00:00
ChIJiQqWxJA_K4gRZ3dUim7j33o,Mississauga Convention Centre,"75 Derry Rd W, Mississauga, ON L5W 1G3, Canada",Mississauga,ON,L5W 1G3,(905) 564-1920,https://www.mississaugaconvention.com/,Wedding Venue,,,,,,banquet hall,unknown,unknown,indoor,4.3,2364,no,yes,https://www.mississaugaconvention.com/weddings,no,,no,no,,,72,"Established convention center with dedicated weddings page URL and meta description explicitly mentioning weddings and social events, indicating active wedding business.",Spacious banquet halls and multi-purpose meeting rooms perfect for weddings and social celebrations. Over 56 years of hospitality excellence in Mississauga.,google_places,2026-05-18T10:12:42.858901+00:00,2026-05-18T10:52:53.058628+00:00
ChIJ96L5Q2zL1IkRro2qJ_Dk6z4,The Broadview Hotel,"106 Broadview Ave, Toronto, ON M4M 2G1, Canada",Toronto,ON,M4M 2G1,(416) 362-8439,https://www.thebroadviewhotel.ca/,Wedding Venue,,,,,,hotel,unknown,yes,unknown,4.3,2319,no,yes,https://www.thebroadviewhotel.ca/weddings,no,,no,no,,,75,"Hotel with dedicated weddings page URL demonstrates active wedding business, though page content is not fully loaded in the provided HTML.",The Broadview Hotel offers a distinctive Toronto wedding venue with hotel accommodations for you and your guests in an iconic historic building.,google_places,2026-05-18T10:08:59.558260+00:00,2026-05-18T10:40:09.056075+00:00
ChIJd4uiyDKcLogRcOhGH8GTQEo,Elm Hurst Inn & Spa,"415 Harris St, Ingersoll, ON N5C 3J8, Canada",Ingersoll,ON,N5C 3J8,(519) 485-5321,http://www.elmhurstinn.com/,Wedding Venue,,,,,,resort,unknown,yes,unknown,4.5,2237,no,yes,http://www.elmhurstinn.com/wedding,no,,no,no,,,75,"Inn & Spa with dedicated weddings page URL showing weddings are part of their business model, though page content is incomplete in the provided HTML.",Elm Hurst Inn & Spa offers couples an elegant retreat setting for their wedding day. This boutique inn provides spa amenities and accommodations for guests.,google_places,2026-05-18T10:22:36.571817+00:00,2026-05-18T11:08:39.867227+00:00
ChIJWfGFlPB1LIgR9Wg6VTmerqQ,Langdon Hall Country House Hotel & Spa,"1 Langdon Dr, Cambridge, ON N3H 4R8, Canada",Cambridge,ON,N3H 4R8,(519) 740-2100,https://www.langdonhall.ca/,Wedding Venue,,,,,,hotel,unknown,yes,unknown,4.7,2174,no,yes,https://www.langdonhall.ca/weddings,no,,no,no,,@langdonhall,92,Premier country house hotel with dedicated weddings page URL and established luxury property known for hosting weddings with spa and accommodations onsite.,"An elegant country house hotel and spa set on a historic estate, offering refined wedding celebrations with luxury accommodations and sophisticated grounds.",google_places,2026-05-17T23:48:58.150980+00:00,2026-05-18T02:39:08.604456+00:00
ChIJ4-mSAggHK4gRb57TEaOYMeo,Millcroft Inn & Spa,"55 John St, Alton, ON L7K 0C4, Canada",Alton,ON,L7K 0C4,(800) 383-3976,https://www.vintage-hotels.com/millcroft-inn/?utm_source=google&utm_medium=organic&utm_campaign=Google+My+Business&utm_term=Millcroft&utm_content=Website,Wedding Venue,,,,,,hotel,unknown,yes,unknown,4.2,2083,no,yes,https://www.vintage-hotels.com/millcroft-inn/weddings,no,,no,no,,,85,"This is a spa inn and resort property with a dedicated weddings page URL structure, on-site restaurant, and accommodations making it a clear wedding venue.",Elegant spa retreat in Caledon's countryside offering romantic accommodations and refined dining. This charming inn provides a tranquil escape for weddings.,google_places,2026-05-17T23:37:45.000955+00:00,2026-05-18T02:11:33.160608+00:00
ChIJcbRC4S3aKogRj1QZKxa9jHg,The Manor Event Venue,"16750 Weston Rd, King, ON L7B 0C7, Canada",Vaughan,ON,L7B 0C7,(416) 410-6680,https://manor.bypeterandpauls.com/,Wedding Venue,,,,,,banquet hall,unknown,unknown,indoor,4.8,2079,no,yes,https://manor.bypeterandpauls.com/social,unknown,,no,no,,@themanor1982,75,"Dedicated venue with weddings prominently featured in navigation and meta description as a premier event space, though this specific page shows upcoming events rather than wedding details.",The Manor is Vaughan's premier luxury banquet hall and event venue offering elegant spaces for weddings and special celebrations. An elite hospitality destination.,google_places,2026-05-17T23:29:19.385311+00:00,2026-05-18T01:52:07.941540+00:00
ChIJ60yBO3Zf04kRWN0PMiDTm2Y,Queen's Landing,"155 Byron St, Niagara-on-the-Lake, ON L0S 1J0, Canada",Niagara-on-the-Lake,ON,L0S 1J0,(905) 468-2195,https://www.vintage-hotels.com/queens-landing/?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business,Wedding Venue,,,,,,hotel,unknown,yes,unknown,4.4,1872,no,yes,https://www.vintage-hotels.com/queens-landing/weddings,no,,no,no,,,92,"Premier hotel property in Niagara-on-the-Lake with dedicated weddings page URL visible, meta description explicitly mentions weddings, and hotel infrastructure with accommodations ideal for destination weddings.",An opulent Georgian mansion overlooking the river in Niagara-on-the-Lake. The perfect location for your wedding with elegant event spaces and onsite accommodations.,import:ontario_heritage_venues,2026-05-18T11:29:42.107253+00:00,2026-05-18T12:04:46.477880+00:00
ChIJHcs85mKVK4gRMUb6ccUlJLQ,Elora Mill,"77 Mill St W, Elora, ON N0B 1S0, Canada",Elora,ON,N0B 1S0,(519) 846-8464,http://www.eloramill.ca/,Wedding Venue,,,,,,hotel,unknown,yes,unknown,4.6,1858,no,yes,http://www.eloramill.ca/weddings,no,,no,no,,,85,"Elora Mill is a known boutique hotel with a dedicated weddings page URL, indicating weddings are an active part of their business even though page content didn't fully load.",Historic Elora Mill offers a stunning riverside setting for your wedding celebration. This boutique hotel provides an elegant backdrop with on-site accommodations.,import:ontario_heritage_venues,2026-05-18T11:27:37.276177+00:00,2026-05-18T11:54:14.760786+00:00
ChIJA4Oa7PCZLIgR4jdPQz3NyI4,Carmen's Event Centre,"1520 Stone Church Rd E, Hamilton, ON L8W 3P9, Canada",Hamilton,ON,L8W 3P9,(905) 387-9490,http://www.carmens.com/,Wedding Venue,,,,,,banquet hall,unknown,unknown,unknown,4.5,1847,no,yes,https://carmens.com/wedding-venue/,yes,all-inclusive wedding packages with planning services,no,yes,,,92,"Dedicated wedding venue page with clear wedding focus, all-inclusive packages, planning services, and professional branding as Hamilton's premier wedding venue.","Classic, elegant wedding venue in Hamilton offering stress-free, affordable all-inclusive packages and planning services for stylish celebrations.",google_places,2026-05-17T23:20:31.868874+00:00,2026-05-18T01:19:27.536050+00:00
